Exercício;"Código Agenda";"Programa";"Objetivo";"Objetivo Específico";"Medida Institucional Normativa";"Enunciado";"Descrição";"Órgão Responsável";"Unidade Responsável";"Resultados Esperados";"Prioritária";"PAC";"Concluída";
2025;148;"1158";"1318";"0274";"05FD";"Projeto Alt-Bat: definição de metodologia científica nacional para integração das componentes verticais terrestres (altimetria) e marinha (batimetria)";"Estudo para embasamento da integração das componentes verticais terrestres (altimetria) e marinha (batimetria) na costa brasileira.";"44000";"Secretaria Nacional de Mudança do Clima";"Níveis de referência para descrição e representação do relevo terrestre (altimetria) e submarino (batimetria) na costa brasileira compatibilizados.";"Não";"";"Não";
2025;148;"1158";"1318";"0279";"0600";"Criar mecanismos institucionais de fortalecimento aos Centros Socioambientais, Salas Verdes e outros arranjos territoriais já existentes";"Os Centros Socioambientais, Salas Verdes e demais arranjos locais devem contribuir para o fortalecimento de políticas públicas territoriais de EA que sejam permanentes, continuadas, articuladas e em busca de envolver a totalidade dos que vivem naquela UF, para que assumam a perspectiva de (se)educarem ambientalmente e contribuírem para a formação de agentes locais de sustentabilidade socioambiental que educam ambientalmente e propiciam a geração de trabalho e renda nos territórios.";"44000";"Secretaria Executiva";"Os Centros, as salas verdes e demais arranjos locais propiciando a cooperação, articulação, elaboração estratégica, formação e desenvolvimento de organizações e pessoas engajadas em temas como as mudanças do clima, agroecologia, economias solidárias, bioeconomias, educação socioambiental, erradicação da pobreza, cidades e comunidades sustentáveis, consumo e produção sustentável, água e outros temas relacionados aos ODS.";"Não";"";"Sim";
2025;148;"2318";"1263";"0013";"084D";"Avaliação da qualidade geométrica dos insumos de cartografia e sensoriamento remoto utilizados na geração dos mapeamentos de suscetibilidade a desastres";"Elaboração de relatório técnico para a CPRM, que avalia a conformidade dos insumos a serem utilizados na elaboração dos mapas de suscetibilidade a desastres. Para essa ação é necessário que as equipes do IBGE trabalhem em campo na medição de pontos de controle GNSS, o que implica em despesas de diárias e suprimentos além de custos para a atualização de softwares e receptores GNSS, que são utilizados nessa tarefa";"53000";"Instituto Brasileiro de Geografia e Estatística ? IBGE";"a avaliação de qualidade chancela a utilização dos insumos para a produção dos mapas de suscetibilidade a desastres, o que compete credibilidade a esses produtos";"Não";"";"";
2025;148;"2318";"1263";"0013";"07CC";"Desenvolvimento de metodologia para execução de projetos de engenharia e obras de retenção de fluxo de detritos - Manual de Barreira SABO";"Elaboração de Manual - Diretrizes Técnicas para projetos de engenharia, plano de gestão de obras e de manutenção das estruturas de retenção para fluxos de detritos. Formalizou-se TED 007/2021 junto à UFRJ. A Pesquisa e a elaboração do Manual Técnico serão a base referencial para o desenvolvimento de projetos de engenharia e implantação de obras de prevenção para redução do risco de desastres relacionados ao fenômeno de fluxos de detritos nos diversos cenários geológico-geotécnicos brasileiros";"53000";"Secretaria Nacional de Proteção e Defesa Civil/ MIDR";"Manual técnico de Barreira SABO desenvolvido e utilizado como base referencial para o desenvolvimento de projetos de engenharia e implantação de obras de prevenção para redução do risco de desastres relacionados ao fenômeno de fluxos de detritos nos diversos cenários geológico-geotécnicos brasileiros.";"Não";"Sim";"";
2025;148;"2318";"1263";"0013";"0524";"Desenvolvimento de sistema de previsão de riscos de inundações bruscas e disponibilização do produto no website do CEMADEN e compartilhar com os órgãos de gestão de riscos de desastres (CEMADEN/MCTI)";"O desenvolvimento de sistema de previsão de riscos de extremos hidrológicos de curta duração proverá informações objetivas de forma automática que poderão ser utilizadas por diversos orgãos, destacando as Defesas Civis. O resultado final será uma plataforma que entregue resultados, com métricas estatísticas que representem a probabilidade de ocorrências de eventos de inundações bruscas em diferentes magnitudes com pelo menos 24h de antecedência.";"24000";"Centro Nacional de Monitoramento e Alertas de Desastres Naturais - CEMADEN/MCTI";"A entrega desta medida será a disponibilização de ferramenta automática que forneça previsões de riscos de extremos hidrológicos de curta duração (inundações bruscas e enxurradas), no website do Cemaden, para amplo uso. Como resultado, espera-se que Defesas Civis e a população possam ter acesso a informações de alta qualidade a respeito dos cenários de risco regionais com, pelo menos, 24h de antecedência. Este tipo de informação poderá antecipar ações antecipadas por parte dos orgãos locais/regionais para salvaguardar vidas e reduzir eventuais prejuízos financeiros, o que implica diretamente na redução de risco de desastres.";"Não";"Não";"Não";
2025;148;"2318";"1263";"0013";"06CF";"Elaboração de Protocolo de atuação conjunta entre a sala de situação do Estado e a sala de situação da ANA para caso de ocorrência de eventos hidrológicos críticos";"Elaboração de Protocolo de atuação conjunta entre a sala de situação do Estado e a sala de situação da ANA para caso de ocorrência de eventos hidrológicos críticos";"53000";"Agência Nacional de Águas e Saneamento Básico";"Aprimorar a capacidade institucional na gestão de risco de eventos hidrológicos críticos, e Promover a harmonização de indicadores utilizados na gestão de eventos hidrológicos críticos.";"Não";"";"";
2025;148;"2318";"1263";"0013";"07CA";"Elaboração do Plano Nacional de Proteção e Defesa Civil";"Elaboração do Plano Nacional de Proteção e Defesa Civil, que deverá organizar as iniciativas de redução de riscos de desastres, de maneira a otimizar recursos técnicos, orçamentários e financeiros, para responder aos desafios da proteção e defesa civil, direito constitucional da sociedade brasileira.";"53000";"Secretaria Nacional de Proteção e Defesa Civil";"Plano Nacional de Proteção e Defesa Civil publicado, orientando as iniciativas de redução de riscos de desastres.";"Sim";"Sim";"";
2025;148;"2318";"1263";"0013";"0528";"Expansão do banco de dados contendo variáveis sobre moradores e moradias em áreas de riscos de desastres (idade, sexo, alfabetização, rendimento, abastecimento de água, esgotamento sanitário, coleta de lixo e energia eletrica, para os municípos monitorados pelo CEMADEN";"Disponibilizar banco de dados atualizado sobre população exposta em áreas de risco de deslizamentos, inundações e enxurradas, a partir de dados do Censo 2022. A Base Territorial Estatística de Área de Risco (BATER) foi publicada em 2018 para um conjunto de 872 municípios, a perspectiva é ampliar para os 1038. A atualização permitirá traçar perfil das características da população em áreas de risco e será possível realizar estudos comparativos de áreas de risco nos municípios monitorados.";"24000";"Centro Nacional de Monitoramento e Alertas de Desastres Naturais";"Dados sobre população em áreas de risco podem orientar diversas ações de gestão de risco de desastres, seja em âmbito federal ou municipal. No contexto da prevenção, campanhas e ações educativas podem ser produzidas considerando faixas etárias específicas, além de exercícios simulados em escolas e comunidades. Tais dados podem ajudar a definir a evacuação de grupos prioritários, como idosos e crianças, especialmente em locais com maior concentração de pessoas expostas. Os planos de contingência também podem ser aprimorados com informações sobre os perfis da população exposta e otimizar, por exemplo, o planejamento de abrigos temporários. Na fase de reconstrução, as melhorias de infraestruturas podem ser contempladas de acordo com a presença de grupos com dificuldade de mobilidade, e.g. rampas de acesso com corrimãos para idosos.";"Não";"";"Não";
2025;148;"2318";"1263";"0013";"0525";"Expansão e disponibilização de plataforma de entrega de estatísticas sobre ocorrência de inundações e deslizamentos de terra com impactos associados, para os municípos monitorados pelo CEMADEN";"Plataforma que permita consulta e entrega de estatísticas e diagnóstico de ocorrências de inundações e deslizamentos de terra nos municípios monitorados pelo Cemaden. A base de dados compreende informações reportadas por orgãos oficiais e/ou provenientes de outras fontes, os quais atualmente constituem informação relevante para tomadas de decisão do envio de alertas, além de fornecer informações importantes para o avanço do conhecimento dos riscos e seus fatores condicionantes.";"53000";"Centro Nacional de Monitoramento e Alertas de Desastres Naturais - CEMADEN/MCTI";"Consulta e entrega de estatísticas e diagnóstico de ocorrências de inundações e deslizamentos de terra nos municípios monitorados pelo Cemaden, qualificadas quanto à sua fonte de informação, magnitude do impacto, rótulos de precisão (espacial e temporal), para uma série histórica que tenha início a partir de 2016, sempre atualizada até o tempo presente. Como resultado espera-se que estes dados venham a ser utilizados por diferentes usuários, mas especialmente àqueles do poder público e servir para o direcionamento de ações e políticas públicas de gestão de risco e desastres.";"Não";"";"";
2025;148;"2318";"1263";"0013";"0742";"Coordenação e articulação institucional da implantação do sistema para monitoramento e emissão de alerta de tempo severo ? nowcasting (INPE/MCTI)";"Fomentar a coordenação e a articulação institucional do Sistema de Monitoramento e Alerta de Tempo Severo ? nowcasting é essencial para sua efetiva implantação no Brasil. Isso requer o estabelecimento de um macrossistema interorganizacional, composto por diversos atores do Estado brasileiro, responsáveis por atuar de forma integrada na emissão de alertas e no monitoramento de eventos extremos. Nesse contexto, já foram identificadas algumas instituições estratégicas, e iniciaram-se os procedimentos para a definição das relações, papéis e responsabilidades de cada envolvido. Além disso, é necessário acompanhar continuamente os aspectos normativos, regulatórios e eventuais mudanças no ambiente de gestão, assegurando o planejamento e o alinhamento institucional adequados para a consolidação do programa.";"24000";"INPE/MCTI";"Ampliar e coordenar a articulação do Sistema para monitoramento e emissão de alerta do tempo severo ? nowcasting, estabelecimento de um macrossistema interorganizacional a ser composto de diferentes atores do Estado brasileiro. Acompanhar os aspectos normativos, regulatórios ou de mudança no ambiente de gestão para implantação do programa.";"Não";"Não";"Não";
2025;148;"2318";"1263";"0013";"07CB";"Instituição do Cadastro Nacional de municípios com áreas suscetíveis à ocorrência de deslizamentos de grande impacto, inundações bruscas ou processos geológicos ou hidrológicos correlatos";"Cadastro Nacional de Municípios instituído, apresentando mapeamento das áreas suscetíveis à ocorrência de deslizamentos de grande impacto, inundações bruscas ou processos geológicos ou hidrológicos correlatos. A partir dele espera-se que os entes e órgãos públicos o utilizem como base para a priorização de políticas públicas que possibilitem a redução dos riscos de desastres ou da população exposta a esses riscos.";"53000";"Secretaria Nacional de Proteção e Defesa Civil/MIDR";"Por meio da iniciativa espera-se o cumprimento de disposição legal vigente, na qual ficou estabelecida a instituição pelo Governo Federal de um cadastro de municípios com áreas suscetíveis à ocorrência de deslizamentos de grande impacto, inundações bruscas ou processos geológicos ou hidrológicos correlatos. O referido cadastro será composto por municípios que se inserem voluntariamente para compô-lo ou que são indicados por demais entes federados. A inclusão no cadastro implica em obrigações a serem desempenhadas pelos próprios municípios para a redução e mitigação dos riscos de desastres, e de suas consequências. A lei prevê que os Estados e a União apoiarão os municípios no cumprimento dessas obrigações, o que tornará o cadastro na referência para a definição da agenda governamental de investimentos pelos diversos órgãos de fomento no âmbito da Política Nacional de Proteção e Defesa Civil-PNPDEC. Para a instituição do cadastro, será efetuada a sistematização dos mapeamentos de risco de natureza hídrica ou hidrogeológica no país, e indicadores tais como histórico de desastres, tamanho de população em áreas de risco, vulnerabilidade social e mudanças climáticas, fornecerão subsídios adicionais para a priorização das ações governamentais nesses municípios.";"Não";"Sim";"";
2025;148;"2318";"1263";"0013";"07C8";"Orientação aos entes federados no uso do guia de diretrizes de proteção e prevenção à erosão costeira para obras, estudos e projetos referentes à proteção costeira";"Atualização e fomento aos entes federados no uso do Guia de Diretrizes de Prevenção e Proteção à Erosão Costeira para projetos, estudos e obras de proteção e prevenção para o combate de erosões costeiras. Elaborar estudos e/ou planos para se diagnosticar o problema com precisão, elaborar projetos de engenharia qualificados e específicos, e prestar subsídios a execução de obras.";"53000";"Secretaria Nacional de Proteção e Defesa Civil - SEDEC/MIDR";"Entes com técnicos capacitados no uso do guia de diretrizes de proteção e prevenção à erosão costeira e capazes de executar obras, estudos e projetos referentes à proteção costeira, Reduzir a vulnerabilidade das áreas urbanizadas ao fenômeno de erosão costeira,";"Não";"Sim";"";
2025;148;"2318";"1263";"0013";"07C7";"S2iD 4.0 - Revisão do pacote de gestão de ações apoiadas pela Secretaria Nacional de Proteção e Defesa Civil";"Desenvolvimento do S2iD 4.0, sistema para gestão de dados, informações e ações do Sistema Nacional de Proteção e Defesa Civil (Sinpdec). A iniciativa consiste na revisão dos processos e fluxos de trabalho nos eixos de atuação da Secretaria Nacional de Proteção e Defesa Civil (Sedec) atualmente existentes no sistema S2iD (Cadastro de Usuário, Monitoramento, Reconhecimento Federal, Resposta e Reconstrução) e na implementação dos eixos de Prevenção, Plano de Contingência, Cadastro Nacional de Municípios e Capacitação continuada.";"53000";"Secretaria Nacional de Proteção e Defesa Civil";"S2ID 4.0 atualizado e com novos módulos implementados";"Não";"Sim";"";
2025;148;"2318";"1263";"0023";"07EA";"Revisão da normatização sobre cooperação com o Ministério da Defesa para a Operação Carro-Pipa";"A Medida Institucional tem como finalidade atender à necessidade de revisão da norma para atualização de nomenclatura e revisão de dispositivos relativos à cooperação com o Ministério da Defesa para Operação Carro-Pipa - OCP. O trabalho envolve a atuação de especialistas da Sedec, da SNSH, da Secretaria-Executiva/MIDR e do Ministério da Defesa para pactuação da nova portaria sobre o assunto.";"53000";"Secretaria Nacional de Proteção e Defesa Civil";"Publicação de uma nova portaria com novos conceitos e melhorias de procedimentos acerca da OCP, deixando o processo mais claro, preciso e condizente com a situação atual, promovendo ganhos de eficiência.";"Não";"Não";"Não";
2025;148;"2318";"1263";"0023";"07EE";"Implantação de modelo de moradia embrião em situações pós-desastre ";"As situações de desastres ocorridas no país usualmente acarretam necessidade de promover o fornecimento de abrigo e moradia provisória, já que muitas unidades habitacionais ficam destruídas ou interditadas definitivamente. Contudo, o tempo decorrido entre a ocorrência do desastre e o acesso à nova moradia formal é muito longo no país, podendo chegar a 3, 4 anos. A SEDEC idealizou um projeto de moradia embrião, pré-fabricada no qual fornece desde os primeiros dias após o desastre ambiente seguro";"53000";"Secretaria Nacional de Proteção e Defesa Civil";"Com o desenvolvimento do projeto espera-se fornecer dignidade às famílias desabrigadas em função de desastres desde os primeiros dias de sua ocorrência. O projeto é desenvolvido visando obedecer as premissas técnicas de habitabilidade, fornecendo conforto e segurança. Os custos envolvidos por unidade habitacional serão similares aos de uma casa popular dos programas habitacionais vigentes no país, com a vantagem da celeridade e da mobilidade que o projeto permite.";"Não";"";"Não";
2025;148;"2318";"1263";"0023";"07EB";"Pactuação da Estratégia Federal de Preparação e Resposta aos Desastres";"A Estratégia Federal de Preparação e Resposta a Desastres visa estruturar a atuação dos órgãos e entidades da administração pública federal, que compõem o Sistema Federal de Proteção e Defesa Civil, para a preparação e para a resposta a desastres.";"53000";"Secretaria Nacional de Proteção e Defesa Civil";"Atuação coordenada dos atores do sistema, evitando sobreposição de ações ou vazios institucionais durante a preparação e a resposta aos desastres.";"Não";"";"Sim";
2025;149;"1144";"1255";"0033";"08A2";"Publicar regulamento para identificação do direcionamento e segmentação do crédito rural em instrumentos privados de crédito";"Atualmente, o financiamento oferecido aos produtores rurais que não sejam realizados através do crédito rural (financiamento privado, operações de barter, títulos privados), não é registrado, portanto, não consegue ser mensurado nem há estatísticas a respeito. Assim, propõe-se o debate com o Banco Central acerca da viabilidade de registrar e disponibilizar tais informações.";"22000";"Secretaria de Política Agrícola";"Identificar a parcela de crédito privado direcionado ao público rural para contribuir com a Política de Crédito Agrícola";"Não";"";"";
2025;149;"1144";"1255";"0185";"0538";"Elaboração do Plano de Ação para Recuperação e Manejo de Florestas (Floresta + Sustentável) ";"Estabelecimento de diálogos e parcerias com diferentes instituições e organizações do setor privado a fim de dinamizar e dar continuidade ao processo de conservação, recomposição e valorização da biodiversidade florestal. Essas ações constituem espaços de permanente transformação inovadora, pois apresentam projetos voltados para fomento à economia de base florestal em todo o território nacional e para o fomento do plantio para a produção associado ao plantio para conservação.";"22000";"Secretaria de Inovação, Desenvolvimento Sustentável, Irrigação e Cooperativismo";"A degradação florestal e o desmatamento consagram riscos de ordem ambiental e social. De um lado, por impactarem na biodiversidade, reduzirem a disponibilidade hídrica, provocarem a perda física e química dos solos, emitirem GEEs e, por outro lado, em razão da transformação de terras agricultáveis em terras inférteis e improdutivas, comprometendo a produção de alimentos, as atividades ligadas ao campo e à seguridade da população local. Dado o problema, faz-se imperativo conter a degradação florestal para prevenir a desertificação e/ou mitigar seus efeitos. Assim, diante dessa problemática foi concebido o Plano Floresta + Sustentável como alternativa para reverter o acelerado processo de degradação dos recursos naturais, com foco na valorização e uso econômico da vegetação nativa, buscando formas cada vez mais assertivas para o adequado manejo desses recursos.";"Não";"";"";
2025;149;"1189";"1319";"0258";"06FE";"Elaboração da Política e Plano Nacional de Bioeconomia, com o estabelecimento de sua governança.";"Estabelecer, por meio de decreto, Comissão Interministerial que irá subsidiar a elaboração da Política e do Plano Nacional de Bioeconomia, com suas diretrizes, metas e estratégias, acompanhando e monitorando a execução do Plano e a desenvolvendo os intrumentos necessários à implementação da Política.";"44000";"SBC/MMA";"O Decreto publicado subsidiará a elaboração da Política e do Plano Nacional de Bioeconomia, com suas diretrizes, metas e estratégias.";"Sim";"";"";
2025;149;"1189";"1319";"0258";"0701";"Regulamentação da Lei 14.119/2021, que institui a Política Nacional de Pagamento por Serviços Ambientais. ";"A regulamentação da Política de PSA, a ser estabelecida em decreto, pretende estabelecer parâmetros para o Programa Nacional de PSA e governança para a implementação da Política, de forma que o pagamento de serviços ambientais seja ampliado e incentivado.";"44000";"SBC/MMA";"Estabelecer parâmetros para o Programa Nacional de PSA e governança para a implementação da Política, de forma que o pagamento de serviços ambientais seja ampliado e incentivado.";"Sim";"";"";
2025;149;"1189";"1319";"0262";"0715";"Criar Rede de Instituições Nacionais parceiras de usuários internacionais";"Trata-se medida institucional que permitirá a inserção do público usuário de patrimônio genético e conhecimentos tradicionais associados no SISGen através do estabelecimento de parcerias nacionais estáveis e duradouras";"44000";"MMA/SBC/DPG";"Usuários internacionais de patrimônio genético e conhecimento tradicional associado cadastrados e regularizados";"Não";"";"Não";
